Customer Id,Recency,Frequency,Monetary
4431,321,4,2509.71004488
4432,164,7,4843.4400749199995
4433,263,4,3739.54007716
4434,206,5,3751.44006352
4435,412,10,5613.25011066
4436,180,4,4239.6501046
4437,528,3,1213.89001844
4438,134,6,4222.41009534
4439,197,3,1999.89003756
4440,156,7,4214.3300478
4441,941,1,804.95001413
4442,143,5,1549.8000184
4443,346,3,1659.86001586
4444,217,7,5649.40010456
4445,789,1,339.92000578
4446,338,5,2729.66006474
4447,401,4,1899.7500382
4448,603,3,829.9100227399999
4449,203,4,1009.86001009
4450,221,7,2929.8200493
4451,224,2,1409.86002728
4452,195,6,3239.65007396
4453,533,2,1159.84003834
4454,126,9,6069.18011484
4455,243,5,3409.63009642
4456,406,7,4384.5701066
4457,173,6,4039.51004046
4458,324,4,1699.86002358
4459,144,7,3284.56006996
4460,148,10,6273.41000773
4461,574,1,799.88002394
4462,132,8,4754.540063841
4463,293,6,3789.55006418
4464,137,8,5439.5001335199995
4465,187,5,3841.5100747
4466,365,4,1719.8400269200001
4467,273,3,1091.81002422
4468,314,4,2219.84004212
4469,146,6,3489.56004718
4470,130,7,4814.32004943
4471,279,5,3729.63008496
4472,163,3,1799.8500366600001
4473,518,7,3571.46007146
4474,414,4,3501.70008862
4475,236,4,2699.71007162
4476,215,7,4463.58007042
4477,155,7,4337.47006797
4478,178,5,2955.53003121
4479,138,9,4649.47007376
4480,328,2,279.95999906000003
4481,240,6,3474.67007834
4482,850,3,1119.80002588
4483,263,3,2147.66004178
4484,164,7,3509.64005468
4485,926,2,909.8600082
4486,253,5,2089.79006196
4487,250,7,4249.58011646
4488,382,4,2199.74002078
4489,301,3,2899.58007048
4490,276,2,2109.80004128
4491,148,8,6719.38010048
4492,351,6,4288.51009768
4494,129,8,4514.51007667
4495,176,6,4749.6400911
4496,411,6,5039.3900529
4497,215,2,1349.8900260799999
4498,548,3,1529.8400116
4499,267,6,3039.64005662
4500,185,6,2819.5300674
4501,313,4,2929.79004675
4502,328,5,1571.78000835
4503,428,5,2679.72005838
4504,254,3,2309.6900481800003
4505,363,6,4645.4901086
4506,258,2,1439.85001376
4507,233,2,1649.8200379
4508,322,4,2431.77007875
4509,335,4,2464.6300356
4510,334,6,4061.5800820599998
4511,468,4,1449.8100129
4512,377,8,5771.32014082
4513,284,5,2779.78005228
4514,297,8,5928.3201218799995
4515,261,2,1549.78003314
4516,344,4,2439.62006368
4517,251,10,6119.38009658
4518,223,5,2539.8000641
4519,656,2,1309.77002713
4520,158,7,3878.63008701
4521,131,2,1463.8400231
4522,157,6,4169.4800834
4523,283,5,4249.5200958000005
4524,157,4,1849.61999511
4525,937,1,179.98000336
4526,828,2,1634.67002488
4527,460,2,909.9200287
4528,401,5,4380.52005004
4529,222,7,4299.5400811399995
4530,229,9,6454.28016279
4531,418,3,1484.82001128
4532,141,2,1209.8700180600001
4533,512,1,1119.8600349399999
4534,373,3,729.9400177
4535,456,6,3969.71008696
4536,220,5,4406.50010302
4537,172,5,3319.63006974
4538,361,4,1979.8700447400001
4539,246,11,6632.2001076999995
4540,337,4,2179.7500495599998
4541,239,3,1139.90000916
4542,331,3,1944.6700209800001
4543,321,4,3815.5500908599997
4544,326,5,2574.72005658
4545,121,4,2258.84002314
4546,780,1,339.97001267999997
4547,158,6,4443.53011704
4548,307,4,1869.68003448
4549,299,6,3659.55008314
4550,346,4,3359.62007149
4551,287,6,3949.5700874999998
4552,203,7,5444.40008176
4553,146,5,1449.87001796
4554,980,1,319.9600067
4556,246,6,3109.6600686
4557,284,6,5239.41010668
4558,301,1,579.9100037000001
4559,197,5,4091.53008652
4560,452,6,4162.38005828
4561,162,8,5068.48010254
4562,317,7,4599.73009878
4563,156,7,3977.41011046
4564,321,4,3125.7700884
4565,205,2,699.8399963
4566,924,2,599.9200134
4567,121,8,4359.28007512
4568,319,8,5471.31007583
4569,427,2,1361.86003303
4570,288,4,725.84000402
4571,393,2,1379.8700257
4572,143,3,2149.750061
4573,290,4,1657.87004856
4574,539,8,3945.50007431
4575,239,5,2589.620031371
4576,606,2,529.93001174
4577,274,2,1459.8500366
4578,765,3,1293.76002512
4579,208,7,4803.30005254
4580,231,7,4354.52008062
4581,461,5,2404.79006586
4582,277,10,5226.14008328
4583,174,7,3911.56007959
4584,133,5,3409.71007154
4585,690,4,2111.71004679
4586,305,3,2082.72002788
4587,486,2,934.89001078
4588,186,9,6188.33014302
4589,664,2,839.85003284
4590,169,6,3982.5600433
4591,292,3,1659.7000351
4592,199,5,1737.83002663
4593,308,3,2609.68006518
4594,318,5,2839.62005602
4595,320,8,5229.54009248
4596,121,10,5834.2001228
4597,194,7,3659.6300678899997
4598,195,3,1909.76003266
4599,150,10,6197.24012758
4600,271,6,2159.7700577
4601,920,1,109.97000122
4602,531,4,2029.7400207599999
4603,420,3,974.9300174699999
4604,562,5,3739.61006928
4605,144,3,2529.7700273
4606,384,2,1644.67000013
4607,178,2,1329.81003186
4608,296,4,1959.81005098
4609,380,5,2549.72003938
4610,428,5,3574.64009283
4611,191,4,2305.82004176
4612,190,4,2409.64006036
4613,170,6,3239.58006483
4614,975,2,1731.7700196
4615,131,4,1179.90001678
4616,916,1,119.9700012
4617,291,2,1369.83002848
4618,224,9,5144.38010422
4619,177,7,3183.74007038
4620,139,4,3179.7600784799997
4621,672,3,2999.7300491799997
4622,667,2,1587.81000518
4623,298,5,2324.7500457
4624,273,6,4559.5900879
4625,697,3,973.78000264
4626,162,4,1729.7800293599998
4627,457,9,6604.36013418
4628,152,5,3134.65004354
4629,494,3,1279.9100342
4630,328,4,2299.66006464
4631,256,4,2557.8000564999998
4632,318,3,1873.75002668
4633,212,6,3769.65008934
4634,266,1,299.9500122
4635,230,3,2159.76005178
4636,350,6,3029.6100656
4637,190,6,3789.51010138
4638,868,2,289.88999558
4639,133,4,3449.64007578
4640,690,1,1059.84003446
4641,457,4,2159.75004381
4642,159,4,1531.8800316
4643,558,4,1999.920044
4644,571,2,309.98000718000003
4645,345,5,2301.7500381199998
4646,463,5,3499.7100716
4647,271,4,1399.89003374
4648,283,3,1839.81002816
4649,234,4,929.81002048
4650,460,5,3429.64009094
4651,274,3,2179.80005274
4652,146,4,2629.7500687
4653,152,7,3101.69006931
4654,220,8,5129.63013094
4655,132,2,1859.71004114
4656,877,2,2339.7000504
4657,308,7,4439.60009776
4658,311,5,1924.7500344
4659,417,7,6459.2000848
4660,197,3,1673.7900391399999
4661,366,7,3971.44004259
4662,319,3,1927.8600579
4663,202,12,8279.89016169
4664,444,3,1379.9100418599999
4665,262,6,4718.45008279
4666,190,5,4109.31005086
4667,221,9,5385.1800729
4668,550,5,3404.45005412
4669,281,6,3761.36002358
4670,148,3,2049.77005002
4671,171,5,3333.56004704
4672,313,3,1229.8700103
4673,171,6,4569.63010792
4674,285,5,4290.55008686
4675,629,4,2311.88004881
4676,849,3,1619.8700409
4677,128,6,3519.55007554
4678,133,5,3299.8000412
4679,398,4,3709.7100983
4680,640,1,599.9700164999999
4681,154,4,2429.7700806
4682,170,4,1429.8700333
4683,212,7,4707.31008146
4684,135,6,3104.66006844
4685,731,1,109.97000122
4686,350,5,3259.77007298
4687,181,2,1674.74003228
4688,732,3,2509.7400169800003
4689,154,4,2041.76006891
4690,140,5,3510.50004972
4691,580,4,2369.78005228
4692,635,1,119.9800034
4693,367,6,2439.72007372
4694,451,2,1879.82001878
4695,199,6,1804.63002776
4696,151,6,2494.60004619
4697,158,8,6019.42008594
4698,250,6,4979.51012054
4699,607,3,2519.75005338
4700,170,7,5273.34009371
4701,653,2,1299.8600311
4702,278,6,3004.76007466
4703,134,4,1959.76004034
4704,198,7,5459.4001349400005
4705,277,4,2659.51003262
4706,166,4,3869.55007946
4707,148,9,4877.1601142399995
4708,182,6,3979.6700898
4709,386,3,2309.6800385
4710,1001,1,671.8800144100001
4711,377,5,3609.6500512499997
4712,174,5,3197.68007284
4713,303,7,4660.33004762
4714,178,2,669.9000168
4715,442,4,2404.80006603
4716,185,2,929.9600143600001
4717,389,3,1899.75003818
4718,165,5,1759.7800408
4719,430,5,2049.6300278
4720,187,5,2899.42004012
4721,277,6,5289.58011258
4722,397,2,1299.83001716
4723,333,3,949.87002182
4724,149,3,989.80002212
4725,427,9,4239.64010063
4726,245,5,2961.72005856
4727,294,4,2197.69003676
4728,377,4,2579.7100335
4729,232,6,2311.73004721
4730,125,7,4369.64012152
4731,234,7,3609.5900877999998
4732,260,5,3379.6000671799998
4733,618,3,2189.60004428
4734,591,2,1959.8700332600001
4735,381,6,2229.81005096
4736,124,3,739.9200095799999
4737,164,5,3484.73009114
4738,495,4,2229.86005788
4739,250,6,4316.69011507
4740,226,2,1129.9300232
4741,328,2,1399.8600234599999
4742,384,4,3089.59007644
4743,217,6,3059.5300179
4744,242,4,1433.7700194200002
4745,148,6,3039.8200684
4746,538,1,200.0
4747,145,9,2684.60004054
4748,858,2,1449.83000566
4749,256,4,2544.7100525
4750,189,7,4439.48006056
4751,125,6,3175.62002556
4752,147,5,1901.7400207599999
4753,160,4,1759.8500595599999
4754,224,8,2989.6300889
4755,136,3,1229.9200286999999
4756,124,6,3959.47005089
4757,183,5,2599.72008148
4758,259,7,4621.45008866
4759,182,7,3463.5100670399997
4760,180,5,2924.56005854
4761,342,5,2220.5900307
4762,156,3,1999.8600541
4763,583,3,1914.79003904
4764,458,6,2227.71998612
4765,387,4,2444.6200447
4766,544,6,2189.64002992
4767,691,1,899.9500275
4768,267,6,5033.40009312
4769,1002,2,1419.9200286999999
4770,316,8,5849.32013698
4771,565,2,1054.8200226
4772,422,4,1979.85005196
4773,201,3,1193.80001068
4774,1008,2,349.9400024
4775,208,8,3624.47006793
4776,144,5,2683.64004132
4777,289,1,549.9500122
4778,167,7,4289.54009632
4779,160,4,2899.61003484
4780,268,5,2394.64001853
4781,502,8,7719.19018009
4782,342,2,1579.8500366600001
4783,210,6,3729.66008766
4784,292,3,979.9600143600001
4785,496,3,2119.78003692
4786,161,4,3639.36001594
4787,166,6,3039.6100884400003
4788,163,5,1539.8400403
4789,139,5,2872.5600301
4790,614,3,1479.8800392399999
4791,180,10,3729.5200425
4792,150,5,4099.55010235
4793,340,3,2744.68004988
4794,390,4,3009.6500472
4795,741,5,4439.2400894
4796,363,5,3329.65007022
4797,224,2,1009.9300232
4798,231,5,4709.67012798
4799,478,6,3479.56009672
4800,178,5,3789.49008576
4802,290,3,1449.9200134
4803,145,4,2489.7700577
4804,278,1,299.9500122
4805,573,2,1254.87003708
4806,243,7,5355.35011676
4807,401,8,5429.42012024
4808,468,4,2629.5800744
4809,390,4,1994.78004838
4810,158,6,2139.58004762
4811,458,2,729.9200287
4812,160,11,6984.05012518
4813,265,3,2189.74003612
4814,314,2,554.86000253
4815,157,8,4854.56009487
4816,214,3,2219.82003408
4817,325,3,1109.91002656
4818,221,5,1914.77005388
4819,307,6,4206.43009582
4820,196,2,1419.8600234599999
4821,875,1,759.9200134
4822,269,7,2989.65009696
4823,223,4,2529.68004598
4824,414,3,2109.52001958
4825,237,6,3629.6600915199997
4826,184,1,399.9599915
4827,254,3,1937.83004768
4828,169,1,399.980011
4829,905,4,1399.89002226
4830,396,4,2999.740078
4831,361,5,2534.58001716
4832,305,8,3527.58005329
4833,305,4,3099.8000756399997
4834,165,5,2054.85006338
4835,1018,2,759.9500275
4836,151,4,1769.64003762
4837,146,7,3494.55007932
4838,263,8,4489.41003042
4839,131,5,4069.60007482
4840,317,2,1199.8800277999999
4841,334,5,3199.45006556
4842,613,4,2039.78004456
4843,845,1,549.9200134
4844,122,2,2349.8799897
4845,450,2,1367.80001458
4846,311,9,4299.45009056
4847,252,6,3324.61009212
4848,156,5,2909.73005298
4849,172,8,3621.57007984
4850,372,2,789.91000362
4851,262,5,3449.76006316
4852,128,2,1809.8100433
4853,406,5,1459.89003376
4854,332,5,2989.67005164
4855,132,7,4429.46007925
4856,148,3,2019.7300299600001
4857,424,5,2355.66003036
4858,484,2,1307.79002
4859,324,4,2069.82004934
4860,247,4,3079.6500396799997
4861,131,8,4909.52004998
4862,335,6,2059.7400590400002
4863,272,8,5194.34008036
4864,337,7,2399.73004534
4865,280,5,2769.67006304
4866,212,6,3011.6600609
4867,367,5,3043.73006054
4868,174,3,2974.7900544
4869,245,3,2239.6200409
4870,192,6,3375.62004848
4871,455,3,2329.76005934
4872,337,3,1729.70002553
4873,816,1,849.960022
4874,236,5,3099.69007496
4875,257,7,4737.46008325
4876,248,8,4689.57007222
4877,464,6,4419.53009036
4878,284,3,1109.89003378
4879,472,3,3204.63007738
4880,260,3,2299.7200204
4881,185,2,1069.90002824
4882,423,5,2263.5000381199998
4883,353,3,1811.79004095
4884,264,4,2729.60005198
4885,192,5,3929.42007064
4886,741,1,199.97999954
4887,196,3,1289.8200340399999
4888,318,6,4029.5500756399997
4889,135,6,4107.3000451200005
4890,244,4,1779.88004308
4891,451,4,2339.7700424
4892,581,4,2097.65006256
4893,213,7,4004.70006188
4894,534,2,1259.7200164800001
4895,908,1,429.9700165
4896,243,4,2195.80003362
4897,181,3,1979.8700562
4898,566,2,1649.72003936
4899,234,6,2914.70009234
4900,466,4,2579.76004036
4901,280,9,5089.44010922
4902,159,6,3549.66008766
4903,225,5,4004.64007956
4904,223,10,5304.24011228
4905,172,6,2969.70007326
4906,160,3,1919.8100281
4907,213,9,5123.35010528
4908,537,7,4089.48006823
4909,210,6,2834.66004552
4910,482,4,2349.68004238
4911,329,7,5155.5301209399995
4912,129,5,3279.74007806
4913,535,4,1580.76000976
4914,175,11,5523.53010948
4915,147,5,4449.45011518
4916,314,8,4901.27010346
4917,217,5,2982.45002935
4918,396,5,2459.79006584
4919,191,3,1331.9000206800001
4920,638,2,1189.82002644
4921,168,4,1933.7300338
4922,150,7,4319.5000954
4923,862,1,1199.93003086
4924,509,3,1811.83005144
4925,228,4,1599.88003542
4926,438,5,4563.38010032
4928,243,4,1149.9300232
4929,369,8,4889.42007653
4930,247,10,5669.3101312
4931,169,7,5144.32009882
4932,207,4,2759.670044
4933,156,6,3464.58004766
4934,965,1,50.0
4935,354,5,2896.57004749
4936,306,9,5993.24013528
4937,258,5,3129.70006176
4938,413,4,2629.66007246
4939,253,8,5351.29010786
4940,521,6,3909.49008568
4941,396,6,4499.53010192
4942,330,5,2064.7400436
4943,188,8,5619.2800866
4944,292,5,4125.47008146
4945,319,4,3409.49002454
4946,493,4,2859.68004988
4947,722,1,179.94000244
4948,266,2,979.8500252599999
4949,331,4,2124.72005667
4950,624,1,127.9599991
4951,282,2,897.7999954
4952,122,8,3389.55006223
4953,146,8,4234.53009806
4954,401,4,2549.7800294
4955,305,4,2239.80006605
4956,294,3,2754.69005777
4957,192,3,1329.9100342
4958,469,4,1389.8600311599998
4959,279,8,5069.12007902
4960,121,7,4059.52008068
4961,493,3,629.95002368
4962,157,5,3243.58003998
4963,241,7,3604.5400811
4964,193,8,3912.63002967
4965,199,5,3329.5600664
4966,170,3,2089.79002008
4967,335,7,4961.49011815
4968,217,4,1239.84003072
4969,200,7,5261.4600716
4970,159,3,879.83000948
4971,702,3,1389.77001948
4972,922,1,779.9300231999999
4973,194,3,1689.83001326
4974,208,6,4409.470100439999
4975,296,4,2589.86005028
4976,233,5,2403.80004882
4977,270,3,939.9100036
4978,560,3,1379.90003206
4979,565,2,499.9500122
4980,169,8,6038.1501026999995
4981,323,2,1429.80003352
4982,227,4,1726.8900452
4983,264,5,2859.63002776
4984,152,2,1539.93001556
4985,852,4,2629.7300529999998
4986,350,6,2974.68008808
4987,455,3,3519.61007302
4988,153,5,3385.52009194
4989,465,4,1639.85004046
4990,534,1,859.8900146000001
4991,144,8,5239.52009214
4992,134,3,2299.7600403
4993,473,5,2269.7200393
4994,394,3,1199.9200286999999
4995,267,4,2849.6100387799997
4996,375,5,2999.71006784
4997,206,8,4457.5100747
4998,354,5,2759.56005856
4999,271,3,2739.7300797
5000,237,4,1794.82003021
5001,124,8,6769.47012535
5002,373,3,1839.68003846
5003,151,5,2148.81005106
5004,172,13,8164.70014194
5005,174,3,1349.81000518
5006,1118,1,539.9200134
5007,272,6,3739.44007867
5008,334,4,2529.81007008
5009,435,5,3243.65006642
5010,183,7,3285.54004656
5011,314,10,5064.62010588
5012,126,7,4629.62008686
5013,137,7,5815.39013676
5014,251,3,1509.80002214
5015,148,8,6449.02009198
5016,372,4,2409.67005542
5017,395,4,2419.71004673
5018,528,2,1609.8200378
5019,591,3,2719.6400566
5020,864,2,1089.8900223
5021,130,2,1918.8600426399998
5022,421,5,3129.66005708
5023,526,3,2289.72004308
5024,284,5,4909.60009008
5025,797,3,1339.7700081
5026,184,6,3309.7300798
5027,161,4,2939.62006754
5028,138,8,6495.15015048
5029,1033,1,459.980011
5030,135,8,4089.47002414
5031,187,3,1344.81000904
5032,373,3,2174.66002658
5033,351,11,5281.38010224
5034,505,2,894.78000636
5035,295,4,3339.44003682
5036,153,3,3069.7400742
5037,164,6,3649.61009216
5038,127,5,2039.80004502
5039,477,6,2424.7200393
5040,309,5,2689.60005204
5041,301,4,2753.58005144
5042,949,2,1499.7500152
5043,415,6,4109.5600644099995
5044,261,5,2589.65005114
5045,243,4,2126.68002704
5046,177,5,1939.79005816
5047,276,6,5509.5201188
5048,178,5,3399.4400406
5049,142,9,5569.50010483
5050,435,6,5033.48011412
5051,145,6,4681.6100827499995
5052,404,4,4479.40010844
5053,140,10,7411.32015612
5054,161,11,6293.20014584
5055,970,1,465.88000102
5056,455,4,2879.8100587
5057,238,4,2339.8000641999997
5058,344,5,3837.4700927599997
5059,159,3,1509.90003588
5060,203,2,1169.88003542
5061,396,4,1364.8400402299999
5062,512,3,1329.81003953
5063,162,6,3009.750084
5064,197,3,1389.72001278
5065,280,5,3209.7400513
5066,152,4,2784.58005725
5067,233,4,3027.5700723
5068,162,9,5297.31008528
5069,151,4,2089.6700325
5070,320,6,3219.60007476
5071,304,9,5349.4501037
5072,178,9,6679.43011094
5073,218,2,2009.720047
5074,180,6,4093.63011177
5075,273,5,1633.67003628
5076,281,3,894.95000271
5077,219,2,1499.91004186
5078,424,2,1259.90001308
5079,916,2,1919.8500595599999
5080,644,4,1549.8100433
5081,332,5,1871.81002999
5082,276,5,4129.43009178
5083,290,5,3649.66007236
5084,179,7,5013.51013568
5085,200,9,5399.2700957
5086,437,4,1689.91001518
5087,335,2,1109.8600311
5088,271,5,2289.65002058
5089,491,2,1349.8100165399999
5090,552,5,2764.67003835
5091,125,5,3944.40007404
5092,450,3,1453.73002242
5093,201,7,5159.49011622
5094,455,3,2679.6200409499997
5095,597,5,3514.5500412
5096,152,4,2429.88004306
5097,425,8,5799.39015968
5098,449,5,2769.7300721
5099,497,4,1604.83002472
5100,229,5,2849.60005564
5101,409,3,394.9500122
5102,393,6,2946.71006008
5103,655,2,939.89001848
5104,138,9,4418.60011497
5105,325,6,2579.6300601909998
5106,149,4,2288.7800636399998
5107,140,7,3811.53008646
5108,335,2,1093.88002014
5109,385,4,2040.59002107
5110,363,4,2579.6000213
5111,210,5,2889.71007166
5112,170,5,3059.60006336
5113,220,6,3387.6900826
5114,677,2,751.91002276
5115,164,3,2649.6900483
5116,274,6,4243.64008722
5117,242,4,2839.6900789
5118,493,2,879.85001368
5119,135,5,2159.80003736
5120,188,6,4229.58010108
5121,297,4,1664.80003364
5122,307,5,3811.5600777
5123,440,6,1299.7500114
5124,738,1,919.90999988
5125,251,5,4779.59009556
5126,246,5,3099.42002864
5127,304,6,3989.46004866
5128,229,7,3074.8400804
5129,234,6,4468.53006368
5130,488,5,2049.76002108
5131,617,2,1604.9400329999999
5132,156,4,2394.70003508
5133,598,4,1409.89003756
5134,205,5,2757.7800751
5135,777,2,1245.83000182
5136,540,4,3077.48003398
5137,185,5,3519.68004992
5138,244,8,6144.19009973
5139,489,4,3446.70007915
5140,497,7,4291.54010575
5141,463,2,1999.9300232
5142,1070,1,171.9599991
5143,521,3,2104.80002984
5144,749,2,1759.87004856
5145,312,8,4439.50006496
5146,262,13,7689.15015804
5147,180,8,4814.30009844
5148,149,9,3679.40005685
5149,494,2,1319.77002718
5150,214,3,1834.7800292
5151,131,4,2709.70005808
5152,269,6,3211.68005958
5153,213,3,1949.6600342
5154,309,7,2855.61004445
5155,124,6,2861.6500740399997
5156,251,4,1854.7700463
5157,512,2,1049.90002824
5158,145,7,4780.3500329
5159,234,2,929.9100189
5160,397,2,969.88002024
5161,345,4,579.9300194
5162,800,2,1099.73001476
5163,212,5,2604.6600456
5164,180,5,1739.77003106
5165,260,7,4819.45011518
5166,149,3,1744.84004596
5167,146,5,2589.52002724
5168,126,8,6781.14006791
5169,653,3,2433.76005554
5170,386,3,2089.68003452
5171,288,3,1814.8700257
5172,137,3,859.8700256
5173,166,11,6723.21013271
5174,391,2,1307.8900223
5175,128,8,6047.44013214
5176,181,3,2205.76004225
5177,179,2,1488.86001964
5178,468,2,1509.79002376
5179,251,5,3399.56005092
5180,151,4,2239.77006148
5181,187,4,2314.7800446
5182,227,6,3559.6701050799998
5183,420,3,2299.77006156
5184,186,3,1849.66003034
5185,200,8,2984.6200448199997
5186,144,7,5113.57010465
5187,221,7,3579.62009054
5188,963,1,899.92002108
5189,202,5,1879.74003592
5190,209,11,5583.49010466
5191,229,8,3371.76008039
5192,234,5,3429.62007152
5193,291,5,1989.82004932
5194,495,2,2179.76005944
5195,789,2,779.9600144
5196,197,6,3387.65007022
5197,147,9,5894.24011429
5198,191,8,4865.32010451
5199,266,5,3329.7200546599997
5200,125,7,5679.2400705
5201,497,4,2529.7600595
5202,178,5,2899.58005526
5203,357,6,4764.11010368
5204,124,7,4729.63010798
5205,978,1,639.8700104
5206,200,4,3499.63007555
5207,341,7,5584.48011221
5208,391,2,1381.91001327
5209,133,4,1713.67002484
5210,200,2,994.85003087
5211,126,7,3954.54006192
5212,156,6,3279.6700745
5213,127,4,2944.75007638
5214,127,5,3329.60007104
5215,401,2,999.9500275
5216,142,12,7929.13015372
5217,162,11,7559.19015886
5218,922,3,2354.66005335
5219,488,4,3999.64009858
5220,168,7,3844.52007669
5221,388,3,2069.85005198
5222,245,4,2829.68005754
5223,160,3,2401.68003464
5224,158,3,1889.70005036
5225,567,6,4429.38007348
5226,861,2,659.8900146999999
5227,260,5,4284.39007172
5228,662,1,494.9000053
5229,168,8,4474.5600968399995
5230,497,6,3995.6200486
5231,197,5,3729.46007176
5232,134,6,2039.68004986
5233,302,4,1804.73004156
5234,210,9,4636.46009066
5235,220,4,1489.74002838
5236,177,7,4269.41006864
5237,214,4,1914.72005084
5238,202,8,4429.55007564
5239,310,5,3705.5200501
5241,236,4,3439.67003638
5242,228,5,4229.44008258
5243,123,4,1429.80003734
5244,292,7,3709.62008678
5245,193,7,4169.4100648
5246,766,4,2583.54005044
5247,139,2,1589.740036
5248,244,2,1829.8200378000001
5249,205,5,4449.67010516
5250,190,5,3269.67006698
5251,380,4,1899.7300300299999
5252,317,2,859.96001818
5253,915,2,1929.85005574
5254,247,5,3799.3900795600002
5255,222,2,549.98000336
5256,153,5,3914.60005192
5257,585,6,2839.63002593
5258,174,2,1764.71002952
5259,125,3,2169.6900254
5260,320,5,2349.7000389
5261,535,3,1789.8300323
5262,162,4,2219.7600632
5263,122,4,2669.71006011
5264,235,10,5794.28012852
5265,298,4,2899.82007988
5266,256,4,3079.57002649
5267,362,7,5562.38008703
5268,200,7,4017.54005432
5269,658,3,959.8199996000001
5270,459,5,3889.44007301
5271,274,8,4003.50007626
5272,135,7,3859.51010154
5274,310,3,1849.84000782
5275,856,3,1989.59000782
5276,566,6,4289.56007585
5277,252,4,1499.84003838
5278,238,3,949.7900237800001
5279,186,6,3627.60007671
5280,275,6,4708.51009754
5281,752,2,1019.86001584
5282,378,4,1627.87003708
5283,132,14,7475.32017325
5284,226,6,2299.58003811
5285,274,3,1549.88003542
5286,140,6,4389.5901185
5287,305,3,1364.72002035
5288,162,6,2687.680059571
5289,166,5,3799.52004246
5290,305,3,1831.65005311
5291,337,5,1814.79003912
5292,226,4,2059.8300515
5293,233,11,7209.1001512
5294,310,5,2079.8300171
5295,480,3,1589.68001942
5296,124,8,5047.1300698000005
5297,279,6,4624.41009134
5298,331,9,4970.25008386
5299,534,4,1961.87005047
5300,338,6,4659.460083
5301,304,7,5181.26005561
5302,166,9,5145.42005928
5303,454,5,1411.66001886
5304,156,2,1659.75001148
5305,229,4,3059.70006576
5306,370,4,2439.69006348
5307,399,3,2009.8700256
5308,151,6,3135.68006327
5309,760,2,1329.8900452
5310,992,2,179.97000504
5311,170,11,5689.52012839
5312,254,3,1899.83005538
5313,342,6,2279.6600495000002
5314,272,6,2949.65006065
5315,235,2,499.9400177
5316,315,8,4074.43009576
5317,492,2,359.97001267999997
5318,374,3,1329.89004138
5319,183,6,2664.57004546
5320,161,6,2280.74005323
5321,183,9,6110.39011392
5322,718,2,409.9500084
5323,304,3,1731.85003662
5324,150,8,3718.48008354
5325,474,4,1105.82002642
5326,150,7,4339.6100922
5327,592,6,4249.48008933
5328,240,4,2684.7300492
5329,133,4,2039.7200432299999
5330,719,5,2612.5700301800002
5331,361,8,5637.46011364
5332,248,3,1449.69002914
5333,151,6,3069.69007504
5334,206,3,1829.83003996
5335,349,4,2214.74006272
5336,376,3,1614.70002748
5337,126,4,2919.63004302
5338,131,5,2239.7400436
5339,418,5,2521.6900558
5340,432,4,1659.73001864
5341,615,1,649.90001678
5342,163,3,991.8200245099999
5343,171,3,2344.83003821
5344,348,5,2239.8200570199997
5345,192,4,2449.74005136
5346,831,1,1059.79000855
5347,131,3,2341.8800316
5348,506,3,1849.850052
5349,170,8,4429.42010494
5350,153,5,2639.7100639
5351,231,4,3347.50006872
5352,233,5,1739.8300171199999
5353,473,5,3359.6200562
5354,679,2,929.86002537
5355,291,4,2159.8100433600002
5356,530,2,879.9200211
5357,264,4,1184.87001414
5358,568,4,2039.67003638
5359,371,8,4430.42010307
5360,202,3,2519.79003148
5361,694,3,809.8500061
5362,281,4,2889.67005932
5363,457,5,4039.6401024799998
5364,248,6,5459.380085
5365,196,3,2551.64004138
5366,731,2,1064.8700217800001
5367,375,8,3977.50007628
5368,668,4,2729.64006046
5369,270,6,2585.51003847
5370,317,5,1935.84006506
5371,209,8,6704.45017254
5372,126,6,3099.69007876
5373,557,3,1659.85002908
5374,327,2,1129.78000642
5375,349,4,2209.74005134
5376,797,2,1199.89003374
5377,290,5,3939.39003008
5378,613,5,3279.56005856
5379,675,3,1459.77002334
5380,1021,1,1329.9300385
5381,280,6,4129.56010058
5382,196,8,5291.22006994
5383,218,7,3669.6300621
5384,415,1,949.83002468
5385,294,2,1369.92004018
5386,402,4,2840.74004744
5387,542,2,719.96001054
5388,179,8,4829.45009236
5389,138,3,1824.66003796
5390,255,5,1509.82003398
5391,181,3,3719.72010048
5392,223,4,3174.59006512
5393,391,3,1819.8200302
5395,207,6,5919.280121
5396,280,5,2284.67003829
5397,366,4,2014.61004638
5398,808,2,1491.68000227
5399,348,3,899.90000916
5400,668,4,2521.72005848
5401,220,3,919.90003588
5402,129,7,3735.59004218
5403,172,8,4857.43008042
5404,309,5,4164.5400619600005
5405,182,6,2454.7200471
5406,146,4,1929.8400537
5407,234,4,1879.86003878
5408,153,3,2618.75003818
5409,171,5,2069.75004586
5410,282,7,5669.41012588
5411,324,6,5174.56009306
5412,348,4,2794.70003514
5413,313,7,5056.46010017
5414,554,7,3989.62009046
5415,130,5,2483.63003548
5416,165,6,3924.60009762
5417,564,8,4349.48005314
5418,499,7,3490.54009821
5419,229,5,3709.74009332
5420,153,3,1039.87002184
5421,292,5,3303.50007249
5422,993,2,839.92002872
5423,176,7,4033.56007004
5424,211,6,3019.7000772
5425,392,6,3750.75008973
5426,140,7,3377.550077411
5427,318,7,4709.54010396
